resena_id,cliente_id,libro_id,calificacion,comentario,fecha_resena
5446,184,978-0-14-044926-6,5,Superou expectativas.,2024-03-29
5447,184,978-0-13-468599-1,5,Simplesmente magnífico.,2024-04-04
5448,101,978-1-61-729443-3,5,Cinco estrelas sem pensar duas vezes.,2024-04-13
5449,101,978-0-525-51823-7,3,Algumas partes me agradaram.,2024-05-06
5450,101,978-85-508-0460-8,5,Uma verdadeira obra-prima.,2024-04-15
5451,299,978-0-452-28831-7,3,"A simple, light read.",2024-04-30
5452,299,978-0-7432-7358-9,4,Really good storytelling.,2024-04-12
5453,529,978-1-49-204579-1,4,I liked it a lot.,2024-04-13
5454,529,978-0-14-310497-1,5,Absolutely amazing.,2024-05-17
5455,366,978-84-204-8527-5,4,Recomendado.,2024-04-17
5456,366,978-84-664-0542-1,5,Amei cada capítulo.,2024-04-21
5457,366,978-0-452-28831-7,4,Leitura muito agradável.,2024-05-08
5458,902,978-0-14-310497-1,4,Muito bom!,2024-03-28
5459,273,978-1-59327-992-9,4,Excelente quase o livro todo.,2024-04-26
5460,467,978-84-663-5341-8,3,Aceitável considerando o preço.,2024-04-21
5461,467,978-84-663-4265-8,5,Cinco estrelas sem pensar duas vezes.,2024-03-25
5462,815,978-84-938-4620-5,5,Leitura obrigatória.,2024-05-04
5463,815,978-1-49-192912-2,2,Um pouco decepcionante.,2024-04-20
5464,886,978-0-06-231609-7,5,Uma verdadeira obra-prima.,2024-03-28
5465,886,978-0-7432-7356-5,3,Entretenimento razoável.,2024-04-28
5466,886,978-0-15-601219-5,1,Qualidade péssima.,2024-03-28
5467,63,978-0-59-600920-5,5,De los mejores que he leído en años.,2024-04-22
5468,750,978-0-7432-7358-9,4,Quite enjoyable.,2024-04-20
5469,750,978-0-385-07473-3,3,I liked some chapters a lot.,2024-04-18
5470,750,978-0-13-468599-1,5,A brilliant work.,2024-03-26
5471,154,978-0-07-352340-8,1,I forced myself to finish it.,2024-05-11
5472,154,978-1-61-729443-3,2,Expected more from it.,2024-04-23
5473,154,978-1-25-014405-8,1,Absolutely awful.,2024-04-01
5474,154,978-84-204-8527-5,5,Loved every second of it.,2024-04-06
5475,154,978-84-663-4265-8,4,Would definitely recommend.,2024-04-04
5476,51,978-84-9838-137-0,5,Excellent!,2024-03-04
5477,51,978-1-61-729443-3,4,Works great.,2024-04-26
5478,51,978-1-49-204579-1,1,Flat characters and bad pacing.,2024-04-14
5479,252,978-1-61-729454-9,5,Maravilhoso.,2024-03-17
5480,456,978-1-59327-950-9,5,Simplesmente magnífico.,2024-04-12
5481,456,978-0-452-28423-4,3,"Simples, direto, razoável.",2024-04-22
5482,724,978-1-59327-950-9,3,"Buena idea, ejecución promedio.",2024-04-16
5483,724,978-0-7432-7356-5,4,"Tiene mucho corazón, realmente disfruté.",2024-04-02
5484,724,978-0-07-352340-8,5,"No tengo quejas, solo elogios.",2024-03-14
5485,661,978-0-7432-7357-2,3,Middle of the road.,2024-05-02
5486,490,978-0-385-07473-3,3,Entretenimento razoável.,2024-05-01
5487,490,978-1-59-327599-0,3,"Simples, direto, razoável.",2024-04-04
5488,490,978-0-7432-7357-2,3,Aceitável considerando o preço.,2024-04-30
5489,799,978-1-61-729608-6,2,Could be better.,2024-04-22
5490,950,978-84-204-8527-5,2,Started well then fell apart.,2024-05-13
5491,950,978-1-59327-992-9,5,Beautifully written.,2024-03-22
5492,891,978-0-13-468599-1,4,Muy superior a lo que esperaba.,2024-04-05
5493,891,978-84-663-4265-8,5,Excelente! Lo amé.,2024-03-30
5494,433,978-1-59-327599-0,5,Highly recommended!,2024-05-14
5495,433,978-84-670-5504-3,4,"Very good, recommended.",2024-05-10
5496,373,978-84-663-5341-8,4,Gostei bastante.,2024-03-13
5497,540,978-0-07-352340-8,5,Simplesmente magnífico.,2024-04-19
5498,540,978-0-15-601219-5,5,Superou expectativas.,2024-05-20
5499,540,978-1-59327-992-9,5,Leitura obrigatória.,2024-04-05
5500,851,978-0-7432-7358-9,5,Amei cada capítulo.,2024-04-09
5501,851,978-1-61-729454-9,4,História bem construída.,2024-04-22
5502,162,978-0-307-58846-7,2,Não é muito bom.,2024-05-10
5503,162,978-1-32-400189-1,3,Nada surpreendente.,2024-05-06
5504,162,978-0-06-231609-7,5,Amei cada capítulo.,2024-05-09
5505,536,978-1-49-204579-1,5,Excelente!,2024-04-22
5506,536,978-84-663-5341-8,4,Ótimos personagens.,2024-04-01
5507,536,978-84-670-5504-3,2,"Tem boas ideias, mas execução fraca.",2024-04-25
5508,71,978-1-61-729608-6,4,Lo volvería a leer.,2024-03-13
5509,71,978-84-663-4265-8,3,"Está bien, nada especial.",2024-03-23
5510,736,978-84-376-0494-7,5,Beautifully written.,2024-03-30
5511,457,978-0-7432-7358-9,4,Muy superior a lo que esperaba.,2024-05-22
5512,457,978-0-525-51823-7,4,"Tiene algunos detalles, pero es muy bueno.",2024-05-19
5513,457,978-84-670-5504-3,3,No lo amé pero tampoco lo odié.,2024-04-15
5514,335,978-1-61-729608-6,4,Recomendado.,2024-04-15
5515,335,978-0-06-245771-4,2,"Algumas partes boas, outras bem ruins.",2024-04-16
5516,411,978-1-61-729608-6,5,5 estrellas sin dudarlo.,2024-05-06
5517,537,978-1-49-204579-1,5,Excellent!,2024-04-15
5518,537,978-84-204-8527-5,4,Really good storytelling.,2024-04-03
5519,104,978-0-14-044926-6,4,Recomendado.,2024-04-12
5520,132,978-84-938-4620-5,3,Cumpre o básico.,2024-04-21
5521,132,978-0-307-58846-7,3,Nada surpreendente.,2024-04-10
5522,419,978-85-508-0460-8,5,Uma verdadeira obra-prima.,2024-04-16
5523,419,978-1-61-729608-6,2,"Mediano, com falhas claras.",2024-04-18
5524,419,978-84-664-0542-1,5,Um dos melhores que já li.,2024-04-15
5525,419,978-0-15-601219-5,4,Ótimos personagens.,2024-05-25
5526,138,978-0-452-28423-4,5,Superou expectativas.,2024-04-05
5527,138,978-1-61-729608-6,3,Aceitável considerando o preço.,2024-03-25
5528,16,978-1-49-192912-2,2,Predictable and slow.,2024-04-15
5529,16,978-0-7432-7358-9,4,Impressed me more than expected.,2024-03-05
5530,16,978-1-59-327599-0,2,Some good ideas poorly executed.,2024-03-15
5531,368,978-0-452-28831-7,4,Great pacing and characters.,2024-04-30
5532,368,978-0-7432-7357-2,3,Pretty average book.,2024-03-23
5533,768,978-1-59327-950-9,1,Bem abaixo do esperado.,2024-04-08
5534,768,978-1-61-729454-9,3,Cumpre o básico.,2024-04-06
5535,768,978-1-49-207126-4,3,Regular.,2024-04-15
5536,768,978-84-938-4620-5,5,Um dos melhores que já li.,2024-05-11
5537,768,978-0-525-51823-7,5,Maravilhoso.,2024-04-21
5538,959,978-1-32-400189-1,3,It's ok.,2024-04-29
5539,176,978-0-06-245771-4,4,Leitura muito agradável.,2024-04-02
5540,176,978-84-664-0542-1,3,Aceitável considerando o preço.,2024-04-13
5541,176,978-0-307-58846-7,4,Fácil de recomendar.,2024-04-07
5542,317,978-0-13-468599-1,3,Está ok.,2024-04-28
5543,821,978-85-508-0460-8,4,Well written and engaging.,2024-04-25
5544,752,978-84-664-0542-1,5,A true gem.,2024-05-13
5545,124,978-1-59-327599-0,4,História bem construída.,2024-05-07
5546,861,978-0-13-468599-1,5,Leitura obrigatória.,2024-04-28
5547,876,978-84-670-5504-3,4,Gostei bastante.,2024-03-12
5548,56,978-1-49-207126-4,3,Regular.,2024-03-20
5549,56,978-0-385-07473-3,3,Algumas partes me agradaram.,2024-04-04
5550,304,978-0-14-310497-1,4,Muy bien escrito.,2024-04-02
5551,283,978-1-49-204579-1,4,Excelente quase o livro todo.,2024-04-21
5552,283,978-1-61-729454-9,3,Está ok.,2024-05-28
5553,363,978-1-61-729608-6,5,Simplemente maravilloso.,2024-04-10
5554,580,978-1-49-207126-4,3,Regular.,2024-04-06
5555,580,978-0-7432-7357-2,2,"Algumas partes boas, outras bem ruins.",2024-04-06
5556,562,978-1-49-192912-2,4,Excelente quase o livro todo.,2024-05-07
5557,562,978-1-49-207126-4,4,Ótimos personagens.,2024-03-26
5558,162,978-84-664-0542-1,2,Leitura esquecível.,2024-04-29
5559,694,978-0-7432-7356-5,3,"Simples, direto, razoável.",2024-04-11
5560,694,978-0-06-231609-7,5,Uma obra incrível!,2024-04-16
5561,115,978-1-49-204579-1,2,"Regular, nada demais.",2024-05-03
5562,111,978-1-61-729443-3,2,Empezó bien pero se vino abajo rápido.,2024-04-23
5563,111,978-1-25-014405-8,5,Una joya absoluta.,2024-04-13
5564,309,978-0-59-600920-5,4,Me surpreendeu positivamente.,2024-04-02
5565,808,978-1-61-729608-6,1,Completely disappointing.,2024-04-01
5566,808,978-1-49-205387-1,5,A book I’ll never forget.,2024-04-07
5567,305,978-84-204-8065-2,3,Nothing special but enjoyable.,2024-04-20
5568,305,978-1-61-729608-6,4,Works great.,2024-05-06
5569,305,978-1-59-327599-0,4,Quite enjoyable.,2024-04-05
5570,391,978-84-204-8527-5,4,Bem escrito e envolvente.,2024-04-23
5571,449,978-84-663-5341-8,5,Uma obra incrível!,2024-05-01
5572,429,978-1-61-729608-6,3,"Leitura leve, nada especial.",2024-03-30
5573,542,978-1-61-729443-3,3,Algumas partes me agradaram.,2024-04-26
5574,542,978-0-13-468599-1,2,"Regular, nada demais.",2024-05-21
5575,856,978-1-59327-950-9,3,"Leitura leve, nada especial.",2024-04-29
5576,249,978-84-204-8065-2,5,Amei cada capítulo.,2024-04-30
5577,912,978-1-61-729443-3,5,Leitura obrigatória.,2024-03-18
5578,912,978-0-452-28423-4,5,Muito emocionante.,2024-04-16
5579,912,978-1-61-729608-6,4,Fácil de recomendar.,2024-03-28
5580,912,978-0-06-231609-7,3,Regular.,2024-04-22
5581,98,978-0-525-51823-7,5,Superou expectativas.,2024-04-25
5582,98,978-0-06-245771-4,5,Amei cada capítulo.,2024-03-23
5583,98,978-1-59327-950-9,2,Um pouco decepcionante.,2024-03-08
5584,541,978-1-61-729443-3,5,Perfeito do início ao fim.,2024-03-21
5585,541,978-0-06-245771-4,3,Nada surpreendente.,2024-04-03
5586,541,978-1-61-729454-9,2,Personagens sem profundidade.,2024-03-19
5587,582,978-0-7432-7357-2,1,Bem abaixo do esperado.,2024-04-12
5588,582,978-0-13-468599-1,5,Maravilhoso.,2024-05-03
5589,913,978-0-7432-7356-5,4,Overall very solid.,2024-05-15
5590,913,978-1-49-192912-2,4,A delightful read.,2024-04-20
5591,913,978-0-7432-7357-2,5,Highly recommended!,2024-04-13
5592,913,978-84-204-8065-2,5,A masterpiece.,2024-04-16
5593,854,978-1-25-014405-8,3,"Solid, but not memorable.",2024-04-29
5594,854,978-84-204-8065-2,4,Quite enjoyable.,2024-03-17
5595,854,978-0-452-28423-4,5,A masterpiece.,2024-04-06
5596,854,978-0-7432-7358-9,1,Pretty much unreadable.,2024-05-09
5597,527,978-84-670-5504-3,2,Expected more from it.,2024-05-08
5598,527,978-0-452-28423-4,5,Excellent!,2024-05-05
5599,527,978-0-13-468599-1,5,Five stars without hesitation.,2024-04-24
5600,734,978-85-508-0460-8,4,I liked it a lot.,2024-05-01
5601,734,978-84-663-4265-8,4,Great pacing and characters.,2024-04-24
5602,868,978-0-14-310595-4,3,"Leitura leve, nada especial.",2024-05-03
5603,134,978-0-452-28423-4,5,Me emocionó muchísimo.,2024-04-28
5604,134,978-1-59327-950-9,5,"No tengo quejas, solo elogios.",2024-03-28
5605,884,978-1-59327-992-9,1,One of the worst books I've read.,2024-04-11
5606,884,978-0-7432-7358-9,5,Highly recommended!,2024-05-02
5607,356,978-1-49-207126-4,4,História bem construída.,2024-04-20
5608,18,978-1-49-207126-4,5,A true gem.,2024-05-13
5609,588,978-0-525-51823-7,1,Overhyped and underdelivered.,2024-05-10
5610,588,978-0-7432-7356-5,4,I was hooked most of the time.,2024-04-13
5611,588,978-0-14-044926-6,4,Very entertaining.,2024-04-30
5612,853,978-1-59327-992-9,5,A masterpiece.,2024-05-01
5613,853,978-1-32-400189-1,5,A book I’ll never forget.,2024-04-05
5614,360,978-84-204-8527-5,2,"Algumas partes boas, outras bem ruins.",2024-04-16
5615,71,978-0-07-352340-8,3,Entretenido pero poco memorable.,2024-05-18
5616,71,978-1-59327-950-9,5,Simplemente maravilloso.,2024-03-26
5617,434,978-0-525-51823-7,4,Lo volvería a leer.,2024-04-21
5618,434,978-0-7432-7357-2,3,Correcto pero olvidable.,2024-05-18
5619,335,978-0-06-231609-7,3,Bom para passar o tempo.,2024-04-19
5620,545,978-84-204-8527-5,1,Qualidade péssima.,2024-04-08
5621,545,978-1-61-729608-6,5,Uma verdadeira obra-prima.,2024-04-01
5622,761,978-0-7432-7357-2,4,Works great.,2024-04-21
5623,761,978-0-07-352340-8,5,Absolutely amazing.,2024-05-03
5624,231,978-1-59-327599-0,3,Está ok.,2024-03-18
5625,231,978-0-7432-7357-2,5,Uma obra incrível!,2024-04-30
5626,231,978-0-14-044926-6,1,História sem sentido.,2024-03-31
5627,189,978-84-663-5341-8,3,Cumpre o básico.,2024-03-22
5628,380,978-1-49-192912-2,2,Empezó bien pero se vino abajo rápido.,2024-04-04
5629,667,978-1-25-014405-8,2,Não prende a atenção.,2024-04-18
5630,325,978-0-06-245771-4,2,A very average experience.,2024-04-11
5631,325,978-0-7432-7357-2,2,Some good ideas poorly executed.,2024-04-13
5632,848,978-85-508-0460-8,1,Horrível do começo ao fim.,2024-04-03
5633,848,978-1-59327-950-9,5,Perfeito do início ao fim.,2024-03-24
5634,456,978-0-15-601219-5,1,Qualidade péssima.,2024-04-16
5635,404,978-1-59-327599-0,4,Recomendado.,2024-05-21
5636,623,978-1-61-729454-9,3,"Leitura leve, nada especial.",2024-04-20
5637,623,978-84-204-8527-5,5,Leitura obrigatória.,2024-05-08
5638,258,978-0-14-310595-4,3,Algumas partes me agradaram.,2024-04-17
5639,258,978-1-32-400189-1,5,Excelente!,2024-03-23
5640,258,978-0-15-601219-5,4,Gostei bastante.,2024-03-31
5641,851,978-84-663-5341-8,2,Não é muito bom.,2024-03-24
5642,851,978-0-7432-7356-5,3,Algumas partes me agradaram.,2024-03-04
5643,851,978-1-59327-992-9,4,Gostei bastante.,2024-03-17
5644,189,978-85-508-0460-8,2,"Algumas partes boas, outras bem ruins.",2024-04-14
5645,746,978-0-13-468599-1,3,I liked some chapters a lot.,2024-05-05
5646,524,978-0-14-310497-1,2,Empezó bien pero se vino abajo rápido.,2024-04-10
5647,524,978-0-13-468599-1,4,Gran desarrollo de personajes.,2024-04-21
5648,524,978-0-59-600920-5,4,Muy superior a lo que esperaba.,2024-05-05
5649,159,978-0-14-310497-1,5,Uma obra incrível!,2024-05-14
5650,159,978-85-508-0460-8,3,Cumpre o básico.,2024-05-04
5651,93,978-85-508-0460-8,3,Correcto pero olvidable.,2024-05-16
5652,145,978-0-307-58846-7,3,Good casual reading.,2024-04-03
5653,74,978-84-9838-137-0,2,Leitura esquecível.,2024-04-17
5654,74,978-0-07-352340-8,5,Superou expectativas.,2024-04-20
5655,74,978-1-25-014405-8,5,Maravilhoso.,2024-04-05
5656,808,978-0-14-044926-6,5,Excellent!,2024-04-02
5657,808,978-0-452-28831-7,1,One of the worst books I've read.,2024-03-30
5658,808,978-85-508-0460-8,1,Overhyped and underdelivered.,2024-04-15
5659,686,978-0-14-310497-1,4,Works great.,2024-03-20
5660,686,978-84-376-0494-7,4,Very entertaining.,2024-03-27
5661,704,978-84-9838-137-0,1,El peor libro del año para mí.,2024-03-25
5662,417,978-0-14-310497-1,3,"Aceptable, aunque le falta profundidad.",2024-04-13
5663,497,978-0-14-310497-1,1,Muito mal escrito.,2024-04-17
5664,497,978-84-663-4265-8,3,Cumpre o básico.,2024-05-29
5665,236,978-1-61-729443-3,3,Aceitável considerando o preço.,2024-03-03
5666,236,978-0-14-310595-4,5,Leitura obrigatória.,2024-04-10
5667,236,978-84-204-8065-2,4,Me surpreendeu positivamente.,2024-04-26
5668,432,978-1-61-729454-9,5,Una experiencia que me marcó.,2024-04-14
5669,432,978-1-49-207126-4,5,Superó mis expectativas.,2024-04-16
5670,432,978-1-59327-950-9,5,5 estrellas sin dudarlo.,2024-04-23
5671,557,978-0-06-245771-4,3,Cumpre o básico.,2024-03-30
5672,328,978-1-49-205387-1,3,"Fair, but nothing amazing.",2024-05-05
5673,522,978-0-14-044926-6,3,"Aceptable, aunque le falta profundidad.",2024-04-04
5674,522,978-0-452-28831-7,4,"Tiene mucho corazón, realmente disfruté.",2024-05-05
5675,109,978-0-59-600920-5,5,Um dos melhores que já li.,2024-04-07
5676,621,978-1-32-400189-1,1,"Caótico, mal escrito y aburrido.",2024-05-12
5677,621,978-84-670-5504-3,3,Normal para su precio.,2024-04-18
5678,102,978-1-49-205387-1,1,No lo recomiendo bajo ningún motivo.,2024-03-31
5679,290,978-0-525-51823-7,4,"Very good, recommended.",2024-03-18
5680,290,978-84-9838-137-0,1,Not worth the time.,2024-04-28
5681,297,978-84-663-4265-8,4,Leitura muito agradável.,2024-04-16
5682,297,978-1-59327-950-9,4,Gostei bastante.,2024-04-24
5683,297,978-1-32-400189-1,4,Leitura muito agradável.,2024-05-04
5684,297,978-0-307-58846-7,3,Algumas partes me agradaram.,2024-04-12
5685,437,978-0-7432-7357-2,2,Some good ideas poorly executed.,2024-03-09
5686,309,978-0-7432-7356-5,2,"Mediano, com falhas claras.",2024-03-27
5687,879,978-1-59327-992-9,5,Simplesmente magnífico.,2024-04-15
5688,360,978-1-59327-992-9,5,Muito emocionante.,2024-05-11
5689,278,978-85-508-0460-8,3,Good casual reading.,2024-03-22
5690,278,978-84-663-5341-8,1,One of the worst books I've read.,2024-05-11
5691,204,978-1-49-192912-2,4,Fácil de recomendar.,2024-03-21
5692,830,978-0-07-352340-8,1,Muito ruim.,2024-04-04
5693,740,978-0-13-468599-1,4,Ótimos personagens.,2024-04-26
5694,740,978-85-508-0460-8,4,Fácil de recomendar.,2024-03-19
5695,62,978-1-61-729608-6,5,Leitura obrigatória.,2024-03-19
5696,503,978-84-664-0542-1,3,Pretty average book.,2024-03-22
5697,503,978-1-61-729608-6,4,Well written and engaging.,2024-04-06
5698,503,978-1-61-729443-3,5,Absolutely amazing.,2024-04-28
5699,29,978-1-49-204579-1,3,"Solid, but not memorable.",2024-04-06
5700,588,978-1-59-327599-0,2,Didn't keep my attention.,2024-05-24
5701,224,978-0-452-28831-7,5,Amei cada capítulo.,2024-04-20
5702,673,978-0-385-07473-3,4,Me tuvo enganchada de principio a fin.,2024-04-10
5703,565,978-84-204-8065-2,2,Lectura olvidable.,2024-04-25
5704,565,978-1-49-192912-2,2,Esperaba muchísimo más.,2024-05-01
5705,565,978-0-07-352340-8,5,"No tengo quejas, solo elogios.",2024-04-26
5706,703,978-0-452-28831-7,3,Good casual reading.,2024-04-27
5707,703,978-84-663-5341-8,4,I liked it a lot.,2024-04-14
5708,17,978-84-670-5504-3,3,"A simple, light read.",2024-05-04
5709,549,978-84-9838-137-0,3,Está ok.,2024-04-11
5710,385,978-0-15-601219-5,4,Me surpreendeu positivamente.,2024-04-30
5711,385,978-0-06-245771-4,5,Uma verdadeira obra-prima.,2024-03-28
5712,385,978-0-14-310497-1,3,"Simples, direto, razoável.",2024-04-27
5713,757,978-0-06-245771-4,4,Ótimos personagens.,2024-04-11
5714,757,978-0-7432-7356-5,5,Muito emocionante.,2024-04-04
5715,757,978-1-59327-950-9,5,Excelente!,2024-04-15
5716,699,978-0-59-600920-5,3,"A simple, light read.",2024-05-04
5717,40,978-84-938-4620-5,1,Absolutely awful.,2024-04-06
5718,40,978-0-14-310497-1,5,A book I’ll never forget.,2024-04-22
5719,246,978-1-59327-950-9,5,"Brillante, profundo y hermoso.",2024-03-27
5720,246,978-1-59-327599-0,1,"Terrible edición, lleno de errores.",2024-04-02
5721,39,978-84-376-0494-7,5,La mejor compra que pude haber hecho.,2024-04-27
5722,39,978-0-13-468599-1,5,"No tengo quejas, solo elogios.",2024-04-10
5723,39,978-1-32-400189-1,4,Muy bien escrito.,2024-05-24
5724,937,978-1-49-205387-1,2,No es terrible pero tampoco recomendable.,2024-04-12
5725,937,978-0-307-58846-7,4,"Tiene mucho corazón, realmente disfruté.",2024-04-06
5726,937,978-1-59327-950-9,5,Una experiencia que me marcó.,2024-05-02
5727,909,978-1-61-729608-6,4,I liked it a lot.,2024-03-24
5728,783,978-0-452-28423-4,4,Works great.,2024-04-08
5729,783,978-84-376-0494-7,1,I regret buying it.,2024-04-07
5730,473,978-0-7432-7358-9,5,Cinco estrelas sem pensar duas vezes.,2024-05-19
5731,8,978-1-59327-992-9,2,"Algumas partes boas, outras bem ruins.",2024-05-15
5732,7,978-0-14-310497-1,3,Me mantuvo interesada algunas partes.,2024-03-14
5733,347,978-84-204-8527-5,5,De esos libros que te cambian el día.,2024-05-09
5734,347,978-0-385-07473-3,3,"Está bien, nada especial.",2024-04-05
5735,347,978-1-61-729608-6,5,Increíblemente bien escrito.,2024-04-28
5736,246,978-0-7432-7356-5,3,Tiene partes buenas y partes flojas.,2024-03-16
5737,246,978-0-14-310595-4,4,Una lectura que disfruté mucho.,2024-03-15
5738,113,978-1-49-207126-4,4,A delightful read.,2024-04-25
5739,438,978-84-664-0542-1,3,Ni fu ni fa.,2024-05-02
5740,688,978-1-49-192912-2,4,Excelente quase o livro todo.,2024-03-31
5741,39,978-0-06-231609-7,4,Muy superior a lo que esperaba.,2024-04-23
5742,474,978-1-25-014405-8,5,Una experiencia que me marcó.,2024-05-14
5743,271,978-0-7432-7356-5,2,A very average experience.,2024-05-11
5744,21,978-0-452-28423-4,5,Five stars without hesitation.,2024-04-18
5745,906,978-84-204-8527-5,4,Gostei bastante.,2024-04-16
5746,906,978-1-49-192912-2,3,"Leitura leve, nada especial.",2024-04-18
